id;ANALFABETOS;ALFABETOS;PRIMARIA;NIVEL MEDIO;UNIVERSITARIOS;RAZA;SEXO
707;2997;2976;495;972;1509;1;1
708;2645;2273;987;492;794;1;1
709;1500;5818;2069;2524;1225;1;1
710;388;5275;2486;103;2686;1;1
711;2098;4386;667;2507;1212;1;1
712;1729;5072;590;2507;1975;1;1
713;2573;3956;2351;852;753;1;1
714;2454;1817;410;482;925;1;1
715;792;627;435;76;116;1;1
716;2094;6250;2642;2450;1158;1;1
717;226;4151;841;887;2423;1;1
718;2504;4532;601;1841;2090;1;1
719;2214;4272;1307;1107;1858;1;1
720;2317;5077;2550;347;2180;1;1
721;735;4171;2725;995;451;1;1
722;1923;1345;411;418;516;1;1
723;1499;5292;2196;1846;1250;1;1
724;444;3126;1221;476;1429;1;1
725;1029;6997;2274;2738;1985;1;1
726;51;1688;841;314;533;1;1
727;2497;5132;2592;397;2143;1;1
728;470;4405;682;2486;1237;1;1
729;2939;1869;656;75;1138;1;1
730;2444;4799;608;1913;2278;1;1
731;2359;3371;183;1529;1659;1;1
732;2121;5017;481;2310;2226;1;1
733;917;6032;1587;2133;2312;1;1
734;2465;2245;427;1427;391;1;1
735;1893;1905;126;728;1051;1;1
736;2729;3197;159;2353;685;1;1
737;2876;3933;1343;2255;335;1;1
738;2188;4763;128;1961;2674;1;1
739;2637;5864;1726;2188;1950;1;1
740;369;4932;430;1631;2871;1;1
741;2660;5548;1720;2564;1264;1;1
742;1348;4391;2886;1188;317;1;1
743;742;6500;2402;2255;1843;1;1
744;1472;4092;2146;1075;871;1;1
745;1595;6904;2838;2308;1758;1;1
746;1047;3266;1149;1522;595;1;1
747;2430;2357;534;1257;566;1;1
748;2987;4834;951;2058;1825;1;1
749;1528;2758;1716;87;955;1;1
750;604;4474;1043;1618;1813;1;1
751;2587;5765;2923;2617;225;1;1
752;2332;5721;2445;911;2365;1;1
753;2025;5348;1810;2618;920;1;1
754;2214;4548;930;1449;2169;1;1
755;105;4156;380;2804;972;1;1
756;1845;6277;2289;2449;1539;1;1
757;289;5465;1546;1365;2554;1;1
758;81;3848;1212;2298;338;1;1
759;842;7546;2068;2745;2733;1;1
760;1505;5188;2183;2857;148;1;1
761;449;5152;461;2435;2256;1;1
762;2925;3833;2734;611;488;1;1
763;1394;3322;476;989;1857;1;1
764;792;4707;2395;2052;260;1;1
765;2021;4313;1485;68;2760;1;1
766;1688;6762;1240;2979;2543;1;1
767;1940;3949;1029;505;2415;1;1
768;473;5830;1671;1627;2532;1;1
769;1331;8337;2708;2744;2885;1;1
770;742;3004;2795;149;60;1;1
771;825;5757;803;2939;2015;1;1
772;469;4479;807;1619;2053;1;1
773;2408;946;376;443;127;1;1
774;790;7745;2754;2769;2222;1;1
775;1026;4445;597;1520;2328;1;1
776;2776;5842;453;2398;2991;1;1
777;99;3935;1995;461;1479;1;1
778;837;5250;2028;1192;2030;1;1
779;270;8151;2965;2806;2380;1;1
780;1165;6104;959;2564;2581;1;1
781;1499;5647;2835;2019;793;1;1
782;1407;7812;2866;2196;2750;1;1
783;952;5615;2541;1104;1970;1;1
784;2358;5180;2551;1358;1271;1;1
785;897;3412;2100;161;1151;1;1
786;2309;2955;224;780;1951;1;1
787;2085;5330;2111;885;2334;1;1
788;1873;1879;1066;743;70;1;1
789;149;3437;1235;1017;1185;1;1
790;2859;4814;2586;315;1913;1;1
791;973;4652;1927;1783;942;1;1
792;2117;3355;646;617;2092;1;1
793;658;4734;1915;2142;677;1;1
794;749;6531;2748;969;2814;1;1
795;1609;6484;1164;2583;2737;1;1
796;632;2914;488;2342;84;1;1
797;1365;6705;2181;1564;2960;1;1
798;660;3529;1798;191;1540;1;1
799;647;4649;563;1517;2569;1;1
800;38;3472;938;2212;322;1;1
801;2364;6068;2781;2631;656;1;1
802;495;2861;886;1158;817;1;1
803;796;2923;1150;846;927;1;1
804;1385;5925;2340;1408;2177;1;1
805;545;4879;174;2558;2147;1;1
806;1055;2899;212;1582;1105;1;1
807;1653;4866;859;2896;1111;1;1
808;2076;3908;788;606;2514;1;1
809;327;5726;2868;768;2090;1;1
810;1100;6161;1128;2271;2762;1;1
811;41;7187;2785;1946;2456;1;1
812;1018;5295;2105;880;2310;1;1
813;2673;6347;2911;1069;2367;1;1
814;1389;3748;2155;332;1261;1;1
815;1979;6803;2701;1402;2700;1;1
816;1953;4373;1267;2316;790;1;1
817;1410;4862;1818;1835;1209;1;1
818;965;4611;1372;1954;1285;1;1
819;2638;915;406;294;215;1;1
820;721;5404;465;2664;2275;1;1
821;296;5143;1472;1935;1736;1;1
822;574;2978;249;1100;1629;1;1
823;2227;2418;4;1008;1406;1;1
824;2935;3131;1171;259;1701;1;1
825;1064;8307;2819;2522;2966;1;1
826;994;6932;2705;1450;2777;1;1
827;2015;5663;1611;2195;1857;1;1
828;1783;5208;2777;2179;252;1;1
829;349;4701;2105;1458;1138;1;1
830;1788;3132;21;335;2776;1;1
831;2820;6513;2330;1775;2408;1;1
832;2296;3254;298;201;2755;1;1
833;2485;4694;1573;264;2857;1;1
834;1012;3202;1080;707;1415;1;1
835;1029;3749;491;1805;1453;1;1
836;504;7384;1942;2698;2744;1;1
837;1117;5261;1090;2617;1554;1;1
838;1217;3757;1376;1408;973;1;1
839;1147;2546;2199;114;233;1;1
840;2749;3808;1935;773;1100;1;1
841;66;3920;1365;2165;390;1;1
842;456;3344;1934;581;829;1;1
843;298;1571;196;83;1292;1;1
844;2025;6306;1312;2115;2879;1;1
845;1103;1897;1839;34;24;1;1
846;1128;6556;1976;2204;2376;1;1
847;111;1186;30;609;547;1;1
848;388;5549;2114;475;2960;1;1
849;1703;5962;594;2509;2859;1;1
850;2302;4218;1506;1058;1654;1;1
851;1789;7001;2956;1799;2246;1;1
852;2238;7034;1733;2461;2840;1;1
853;360;5771;2450;643;2678;1;1
854;1197;7217;2466;2897;1854;1;1
855;1213;1674;1494;49;131;1;1
856;1055;4976;1958;2479;539;1;1
857;332;4729;386;1779;2564;1;1
858;2373;6751;2961;1057;2733;1;1
859;227;4288;1848;586;1854;1;1
860;1324;7237;2571;2113;2553;1;1
861;308;4845;1790;2786;269;1;1
862;2284;4356;1338;2923;95;1;1
863;92;4633;772;2344;1517;1;1
864;2909;3999;711;1959;1329;1;1
865;951;4868;1920;202;2746;1;1
866;1122;5740;1556;1978;2206;1;1
867;2484;2521;1730;362;429;1;1
868;619;3792;897;1892;1003;1;1
869;113;7506;2443;2754;2309;1;1
870;761;4712;2090;1680;942;1;1
871;1413;5423;4;2467;2952;1;1
872;2790;2955;986;517;1452;1;1
873;879;6460;2353;2212;1895;1;1
874;1649;6900;2117;2297;2486;1;1
875;2248;3280;265;470;2545;1;1
876;2997;2757;854;1897;6;1;1
877;2532;3920;634;1540;1746;1;1
878;2249;4964;439;2750;1775;1;1
879;1092;2714;1291;1295;128;1;1
880;1651;5324;1588;1265;2471;1;1
881;2307;1271;114;306;851;1;1
882;844;5909;1935;2870;1104;1;1
883;729;5930;1838;1645;2447;1;1
884;1651;3943;548;492;2903;1;1
885;2358;5094;2372;401;2321;1;1
886;2061;3288;1147;807;1334;1;1
887;633;4196;1791;1673;732;1;1
888;906;3463;1714;1228;521;1;1
889;2961;3291;435;2691;165;1;1
890;1506;4957;1325;2676;956;1;1
891;1609;5820;2335;2836;649;1;1
892;53;4877;577;2004;2296;1;1
893;538;6560;2897;2368;1295;1;1
894;475;6343;1630;2312;2401;1;1
895;2309;4194;1241;2929;24;1;1
896;395;3109;811;2126;172;1;1
897;281;3841;470;1017;2354;1;1
898;1088;5022;1801;2769;452;1;1
899;1782;4307;2822;673;812;1;1
900;1565;2608;640;1697;271;1;1
901;853;2783;999;1469;315;1;1
902;1964;5660;1145;2690;1825;1;1
903;2013;3280;803;2028;449;1;1
904;1492;2418;961;906;551;1;1
905;649;5116;2549;769;1798;1;1
906;490;2798;1937;250;611;1;1
907;1956;3411;1392;932;1087;1;1
908;2894;1817;277;1482;58;1;1
909;562;4207;1454;157;2596;1;1
910;2290;5835;2955;974;1906;1;1
911;332;5457;933;2778;1746;1;1
912;864;3067;863;477;1727;1;1
913;1458;4720;492;1269;2959;1;1
914;2863;4711;1563;2137;1011;1;1
915;1888;5638;1124;2228;2286;1;1
916;1408;3011;8;540;2463;1;1
917;852;3641;2310;873;458;1;1
918;1220;6382;2732;2678;972;1;1
919;1610;6842;1809;2577;2456;1;1
920;1021;2834;532;1367;935;1;1
921;519;7984;2747;2964;2273;1;1
922;440;3557;378;2846;333;1;1
923;262;4260;791;623;2846;1;1
924;1599;2626;618;775;1233;1;1
925;2542;3005;844;581;1580;1;1
926;694;6652;1744;1915;2993;1;1
927;2075;4736;1446;331;2959;1;1
928;2922;4613;1072;1043;2498;1;1
929;2710;6840;1308;2685;2847;1;1
930;2691;4305;1029;1043;2233;1;1
931;244;5183;736;2962;1485;1;1
932;1613;4205;1543;1316;1346;1;1
933;1305;6974;2867;1282;2825;1;1
934;2228;5129;1246;2445;1438;1;1
935;686;7034;2927;2233;1874;1;1
936;352;4414;1178;807;2429;1;1
937;530;4733;1994;1740;999;1;1
938;2474;7695;2536;2462;2697;1;1
939;1857;3600;2704;436;460;1;1
940;354;4579;2217;1825;537;1;1
941;1456;4012;651;1188;2173;1;1
942;1557;4944;2481;29;2434;1;1
943;1140;4148;2315;1148;685;1;1
944;2834;4172;1336;1260;1576;1;1
945;135;6661;1857;2640;2164;1;1
946;2761;2283;94;206;1983;1;1
947;2819;1176;85;459;632;1;1
948;112;3911;369;2805;737;1;1
949;2158;2524;727;564;1233;1;1
950;2155;5520;1381;2974;1165;1;1
951;2506;3695;1360;1706;629;1;1
952;1969;6112;1157;2067;2888;1;1
953;2862;6080;1719;2856;1505;1;1
954;2633;4846;1980;2493;373;1;1
955;2021;5848;1509;1474;2865;1;1
956;861;3956;669;705;2582;1;1
957;2031;7674;2519;2258;2897;1;1
958;671;3657;1641;295;1721;1;1
959;304;3715;2021;76;1618;1;1
960;2023;6521;2710;1408;2403;1;1
961;2278;1552;1321;132;99;1;1
962;2955;2255;112;687;1456;1;1
963;2792;5370;2745;349;2276;1;1
964;1993;5214;898;1706;2610;1;1
965;2008;2794;1244;1283;267;1;1
966;624;6059;2542;2549;968;1;1
967;2056;6014;1434;2900;1680;1;1
968;94;4602;1545;995;2062;1;1
969;1794;4380;279;2815;1286;1;1
970;2613;3833;2039;1545;249;1;1
971;1780;2902;1973;921;8;1;1
972;1546;2679;569;949;1161;1;1
973;1649;5093;2644;894;1555;1;1
974;2406;7803;2464;2633;2706;1;1
975;1865;4047;1630;1113;1304;1;1
976;2281;6240;2900;2741;599;1;1
977;2255;3007;616;1172;1219;1;1
978;1344;869;180;651;38;1;1
979;601;3846;353;1665;1828;1;1
980;143;2477;1126;16;1335;1;1
981;2765;5384;2410;1247;1727;1;1
982;2145;4647;1093;2554;1000;1;1
983;1732;4686;1607;775;2304;1;1
984;2145;3467;1401;1517;549;1;1
985;643;4759;2297;554;1908;1;1
986;1357;4625;2027;2056;542;1;1
987;243;2754;270;420;2064;1;1
988;1452;3301;239;1253;1809;1;1
989;1096;2787;503;862;1422;1;1
990;450;5235;2124;2521;590;1;1
991;2121;3425;2168;1205;52;1;1
992;1664;3115;482;919;1714;1;1
993;2636;4980;2241;1994;745;1;1
994;886;1740;154;1371;215;1;1
995;2835;857;25;586;246;1;1
996;2311;3006;1337;770;899;1;1
997;1558;5259;445;2929;1885;1;1
998;2488;6656;1791;2713;2152;1;1
999;2260;4190;111;1088;2991;1;1
1000;2064;5868;2589;394;2885;1;1
1001;1120;4975;1474;1937;1564;1;1
1002;1261;2345;1114;996;235;1;1
1003;1240;5866;2523;2514;829;1;1
1004;385;4594;1450;1000;2144;1;1
1005;2659;5619;1379;2911;1329;1;1
1006;2098;2422;601;1096;725;1;1
1007;765;2740;543;1791;406;1;1
1008;2112;5086;2463;2471;152;1;1
1009;1602;5861;1589;1900;2372;1;1
1010;985;3698;1433;395;1870;1;1
1011;586;3819;821;1487;1511;1;1
1012;1566;1502;23;1370;109;1;1
1013;2144;5474;1888;1220;2366;1;1
1014;107;4726;2809;1223;694;1;1
1015;1821;4910;2946;1188;776;1;1
1016;504;5575;2016;1608;1951;1;1
1017;179;5184;1098;2053;2033;1;1
1018;2921;1247;194;669;384;1;1
1019;2707;4903;1134;2655;1114;1;1
1020;2051;6899;2906;2869;1124;1;1
1021;1710;4718;2613;1323;782;1;1
1022;436;4711;1736;218;2757;1;1
1023;966;6033;2524;1002;2507;1;1
1024;2448;6227;2709;1807;1711;1;1
1025;1069;4315;137;2335;1843;1;1
1026;1632;6849;2402;2675;1772;1;1
1027;408;5661;1575;2336;1750;1;1
1028;2877;3787;849;1594;1344;1;1
1029;438;4453;1926;2048;479;1;1
1030;2038;4715;751;2474;1490;1;1
1031;2282;5473;2941;1518;1014;1;1
1032;169;3992;2636;880;476;1;1
1033;106;4261;2420;1263;578;1;1
1034;880;5947;865;2220;2862;1;1
1035;782;5687;1465;1593;2629;1;1
1036;2101;4981;891;1476;2614;1;1
1037;2103;4727;366;2278;2083;1;1
1038;429;4417;1449;692;2276;1;1
1039;797;6455;2563;1016;2876;1;1
1040;1463;2977;2529;235;213;1;1
1041;2926;2742;79;2202;461;1;1
1042;1901;4788;1977;2632;179;1;1
1043;935;6413;2481;2397;1535;1;1
1044;1017;5340;2220;2235;885;1;1
1045;1901;2854;2231;51;572;1;1
1046;884;2443;180;1435;828;1;1
1047;946;3690;302;2868;520;1;1
1048;1639;5581;1087;2909;1585;1;1
1049;2809;4546;1463;2397;686;1;1
1050;954;5597;1651;1937;2009;1;1
1051;1255;5045;955;1933;2157;1;1
1052;1265;5721;567;2591;2563;1;1
1053;293;2203;98;255;1850;1;1
1054;1535;6000;260;2937;2803;1;1
1055;2082;6576;2490;2153;1933;1;1
1056;2036;5210;965;1552;2693;1;1
1057;2321;6466;1264;2265;2937;1;1
1058;2028;3724;1981;821;922;1;1
1059;949;4131;995;1483;1653;1;1
1060;1072;3624;2479;683;462;1;1
1061;1817;2929;312;679;1938;1;1
1062;2373;6801;2698;2025;2078;1;1
1063;1635;5039;420;2058;2561;1;1
1064;16;4006;946;477;2583;1;1
1065;2047;3541;2382;955;204;1;1
1066;933;5471;708;2148;2615;1;1
1067;1062;6620;2799;2182;1639;1;1
1068;1147;4037;1191;2047;799;1;1
1069;2244;7246;2247;2585;2414;1;1
1070;2446;4453;1488;2660;305;1;1
1071;233;5230;1742;2788;700;1;1
1072;2592;2615;242;315;2058;1;1
1073;1835;1165;588;18;559;1;1
1074;1603;5147;101;2532;2514;1;1
1075;1332;3434;1647;1633;154;1;1
1076;921;1879;189;1629;61;1;1
1077;2011;4794;1000;1872;1922;1;1
1078;1275;2459;569;181;1709;1;1
1079;2334;5604;1098;2925;1581;1;1
1080;734;4502;1270;1359;1873;1;1
1081;2521;6506;2264;2370;1872;1;1
1082;2511;3247;198;893;2156;1;1
1083;705;5312;518;1930;2864;1;1
1084;2145;6504;1818;2325;2361;1;1
1085;736;5180;2804;1010;1366;1;1
1086;1006;5410;2246;550;2614;1;1
1087;391;4553;1063;924;2566;1;1
1088;2931;5676;490;2254;2932;1;1
1089;30;6569;2808;2776;985;1;1
1090;2739;3822;1714;1457;651;1;1
1091;2220;4897;812;1970;2115;1;1
1092;758;3377;1062;891;1424;1;1
1093;1453;2597;239;929;1429;1;1
1094;2295;2639;1196;275;1168;1;1
1095;645;3415;1681;713;1021;1;1
1096;1996;5421;2542;2407;472;1;1
1097;1869;4513;2471;778;1264;1;1
1098;2959;6076;2021;2390;1665;1;1
1099;587;6467;2915;1608;1944;1;1
1100;2033;4755;498;2010;2247;1;1
1101;2817;5543;1091;2012;2440;1;1
1102;660;7170;1959;2557;2654;1;1
1103;2290;1041;291;429;321;1;1
1104;1308;5195;2274;234;2687;1;1
1105;1614;3092;1278;1704;110;1;1
1106;2749;4325;493;2256;1576;1;1
1107;1291;5081;978;1980;2123;1;1
1108;933;6148;2472;1992;1684;1;1
1109;709;4487;302;2172;2013;1;1
1110;1032;5220;2151;1318;1751;1;1
1111;1102;4639;2151;1521;967;1;1
1112;1974;3459;1108;1833;518;1;1
1113;1018;5824;2154;834;2836;1;1
1114;2101;4063;142;2069;1852;1;1
1115;2343;6660;2874;2978;808;1;1
1116;2698;6542;2651;1862;2029;1;1
1117;1014;4125;721;2309;1095;1;1
1118;670;6022;2304;1567;2151;1;1
1119;1538;3557;903;2518;136;1;1
1120;2758;2828;1880;247;701;1;1
1121;1449;7303;2714;2107;2482;1;1
1122;803;2196;820;961;415;1;1
1123;165;4796;2108;58;2630;1;1
1124;2889;5593;1341;2275;1977;1;1
1125;1280;4431;1415;2443;573;1;1
1126;880;5108;2300;1961;847;1;1
1127;1585;4811;1285;972;2554;1;1
1128;1766;6130;2672;711;2747;1;1
1129;1441;4276;2204;1851;221;1;1
1130;99;2316;669;1014;633;1;1
1131;1764;3837;833;286;2718;1;1
1132;2454;6069;2219;1115;2735;1;1
1133;1525;4292;1295;1415;1582;1;1
1134;1008;3069;120;1502;1447;1;1
1135;2956;4691;2788;1823;80;1;1
1136;1148;2305;1459;483;363;1;1
1137;14;6254;1098;2831;2325;1;1
1138;2766;4384;2787;330;1267;1;1
1139;2105;5325;530;2223;2572;1;1
1140;183;5875;2857;2798;220;1;1
1141;2445;3726;617;1128;1981;1;1
1142;2790;3153;1815;403;935;1;1
1143;1371;6648;1657;2896;2095;1;1
1144;2912;2164;1670;276;218;1;1
1145;1582;5035;766;1694;2575;1;1
1146;1733;3618;1328;294;1996;1;1
1147;1489;4609;147;2575;1887;1;1
1148;2057;3395;1368;1308;719;1;1
1149;2452;2058;970;941;147;1;1
1150;121;4949;1460;1117;2372;1;1
1151;889;5153;821;2576;1756;1;1
1152;1273;2001;636;116;1249;1;1
1153;703;4068;1965;1050;1053;1;1
1154;1711;6605;1832;2830;1943;1;1
1155;103;4417;2545;440;1432;1;1
1156;243;5602;2143;2920;539;1;1
1157;178;6975;1841;2984;2150;1;1
1158;1372;3263;2725;189;349;1;1
1159;2326;2779;385;159;2235;1;1
1160;55;5622;1500;1297;2825;1;1
1161;402;4471;1309;553;2609;1;1
1162;2663;3995;1279;1717;999;1;1
1163;2171;3293;323;158;2812;1;1
1164;623;5862;2460;1789;1613;1;1
1165;2043;5395;697;1815;2883;1;1
1166;1287;2890;2562;166;162;1;1
1167;1959;3913;1069;449;2395;1;1
1168;1872;4319;2601;854;864;1;1
1169;2113;4026;1744;668;1614;1;1
1170;2162;3431;1264;1261;906;1;1
1171;2330;2745;612;306;1827;1;1
1172;2160;3539;179;831;2529;1;1
1173;2971;6173;2605;2000;1568;1;1
1174;669;4624;2864;824;936;1;1
1175;249;4190;1123;970;2097;1;1
1176;401;7661;2622;2391;2648;1;1
1177;59;5810;2183;2096;1531;1;1
1178;1000;4767;2143;831;1793;1;1
1179;888;4476;1057;1568;1851;1;1
1180;2234;5352;720;2366;2266;1;1
1181;789;5966;1564;2111;2291;1;1
1182;913;2246;796;1098;352;1;1
1183;68;5084;966;2963;1155;1;1
1184;2503;6453;1800;2418;2235;1;1
1185;1573;4843;1628;2006;1209;1;1
1186;2697;3880;373;1919;1588;1;1
1187;1580;4324;748;1470;2106;1;1
1188;1665;3507;1481;1241;785;1;1
1189;844;3860;2032;1456;372;1;1
1190;1761;5554;2809;2053;692;1;1
1191;812;6355;2650;1199;2506;1;1
1192;1602;2706;2154;128;424;1;1
1193;60;6062;2734;1051;2277;1;1
1194;2066;4306;1192;1219;1895;1;1
1195;1512;3743;1014;1899;830;1;1
1196;1990;7121;1469;2710;2942;1;1
1197;1657;4271;685;2407;1179;1;1
1198;2556;6566;2947;1627;1992;1;1
1199;258;5184;1269;1736;2179;1;1
1200;857;5215;2022;1968;1225;1;1
1201;1058;5637;2556;1686;1395;1;1
1202;2292;3812;588;759;2465;1;1
1203;2812;4890;2769;2024;97;1;1
1204;1064;4923;2301;2555;67;1;1
1205;1698;3055;692;41;2322;1;1
1206;2611;6791;1672;2178;2941;1;1
1207;2354;6109;2435;2887;787;1;1
1208;1978;3075;1866;152;1057;1;1
1209;1235;2974;192;2707;75;1;1
1210;92;3878;985;1985;908;1;1
1211;678;5121;2312;2443;366;1;1
1212;1380;1143;62;271;810;1;1
1213;1918;3896;669;539;2688;1;1
1214;2582;5148;2582;1891;675;1;1
1215;2124;3146;564;831;1751;1;1
1216;1930;4144;1232;1917;995;1;1
1217;2468;4431;1238;1617;1576;1;1
1218;1076;4213;1917;1929;367;1;1
1219;258;1409;169;1206;34;1;1
1220;1130;713;153;134;426;1;1
1221;1619;4557;1721;1239;1597;1;1
1222;2563;5197;2459;1520;1218;1;1
1223;258;4537;648;1410;2479;1;1
1224;1349;4120;917;498;2705;1;1
1225;279;3951;700;2552;699;1;1
1226;2754;5055;2427;206;2422;1;1
1227;1224;5625;2697;1325;1603;1;1
1228;1934;4715;2807;1550;358;1;1
1229;522;2244;742;1153;349;1;1
1230;2591;5273;2292;1001;1980;1;1
1231;1973;3107;468;2284;355;1;1
1232;1980;2815;98;2297;420;1;1
1233;2665;3680;1065;2353;262;1;1
1234;1649;4316;894;1180;2242;1;1
1235;186;3998;1624;1372;1002;1;1
1236;2860;3848;2497;839;512;1;1
1237;2334;3598;2048;832;718;1;1
1238;17;6801;2354;2673;1774;1;1
1239;1575;5756;793;2244;2719;1;1
1240;331;5149;2661;209;2279;1;1
1241;324;4743;2269;1904;570;1;1
1242;1176;6536;2273;2835;1428;1;1
1243;835;5454;2351;1634;1469;1;1
1244;2202;7574;2778;2258;2538;1;1
1245;847;6822;1588;2333;2901;1;1
1246;848;6695;1945;2292;2458;1;1
1247;817;3149;120;248;2781;1;1
1248;1724;4644;241;1640;2763;1;1
1249;700;2761;441;1106;1214;1;1
1250;303;2867;298;1482;1087;1;1
1251;1006;4464;1711;955;1798;1;1
1252;969;5329;1304;1869;2156;1;1
1253;1539;3181;1726;720;735;1;1
1254;1407;3636;2276;375;985;1;1
1255;1473;2284;742;952;590;1;1
1256;1849;4258;2113;1349;796;1;1
1257;40;6884;1575;2843;2466;1;1
1258;2840;4334;1574;1942;818;1;1
1259;1114;4167;1239;2050;878;1;1
1260;1069;2709;863;1369;477;1;1
1261;786;4543;680;2366;1497;1;1
1262;2428;3752;1777;1892;83;1;1
1263;59;3639;769;1209;1661;1;1
1264;454;3440;737;900;1803;1;1
1265;1273;5133;504;2997;1632;1;1
1266;2266;5274;2778;539;1957;1;1
1267;609;4343;1088;2901;354;1;1
1268;162;3875;2809;140;926;1;1
1269;607;4325;2797;394;1134;1;1
1270;2215;7089;2642;2104;2343;1;1
1271;154;6801;2948;890;2963;1;1
1272;1807;3103;1009;1045;1049;1;1
1273;1684;3432;1871;771;790;1;1
1274;2901;4665;1567;216;2882;1;1
1275;1474;4003;1790;1618;595;1;1
1276;2018;4098;1370;1942;786;1;1
1277;2443;5033;2323;1300;1410;1;1
1278;2517;3696;286;1659;1751;1;1
1279;301;3138;1039;1779;320;1;1
1280;1987;5110;502;2592;2016;1;1
1281;596;3513;925;402;2186;1;1
1282;254;4876;407;1623;2846;1;1
1283;910;5591;2646;1248;1697;1;1
1284;1587;2749;357;1690;702;1;1
1285;1965;7954;2741;2309;2904;1;1
1286;1686;7882;2576;2714;2592;1;1
1287;1498;3909;1642;651;1616;1;1
1288;2068;6025;1972;1680;2373;1;1
1289;292;3511;1772;615;1124;1;1
1290;2126;4419;581;2099;1739;1;1
1291;2008;5525;2277;1771;1477;1;1
1292;1100;4479;997;592;2890;1;1
1293;480;2170;332;1642;196;1;1
1294;2312;3734;1115;2209;410;1;1
1295;1940;4592;1127;1280;2185;1;1
1296;1143;3758;1214;1502;1042;1;1
1297;1665;1646;8;861;777;1;1
1298;5;5284;1642;1352;2290;1;1
1299;1109;2805;2733;64;8;1;1
1300;2856;5568;2051;668;2849;1;1
1301;2332;4662;1366;461;2835;1;1
1302;1316;1267;50;115;1102;1;1
1303;1146;6420;889;2631;2900;1;1
1304;656;5492;1705;2903;884;1;1
1305;2335;4385;2422;226;1737;1;1
1306;2605;3465;1285;1618;562;1;1
1307;2409;6833;2511;2179;2143;1;1
1308;2146;6692;2059;2252;2381;1;1
1309;1186;5366;693;2941;1732;1;1
1310;1519;2947;323;1809;815;1;1
1311;2338;6704;1769;2819;2116;1;1
1312;266;5674;2741;367;2566;1;1
1313;52;4406;1325;2084;997;1;1
1314;110;5729;1628;1453;2648;1;1
1315;21;6060;2433;1668;1959;1;1
1316;519;5275;1241;2450;1584;1;1
1317;2994;3808;540;694;2574;1;1
1318;1667;3043;2546;105;392;1;1
1319;2844;2910;2432;58;420;1;1
1320;1502;3797;219;1036;2542;1;1
1321;2936;5071;2730;25;2316;1;1
1322;794;4118;1224;1153;1741;1;1
1323;1845;7325;2684;2344;2297;1;1
1324;247;4509;2045;62;2402;1;1
1325;702;6127;2463;2921;743;1;1
1326;922;6553;2909;1248;2396;1;1
1327;1105;1166;515;236;415;1;1
1328;939;5143;702;1736;2705;1;1
1329;2878;3274;1033;266;1975;1;1
1330;171;4552;1901;1217;1434;1;1
1331;2753;5006;1894;2842;270;1;1
1332;1391;5770;1596;2870;1304;1;1
1333;1631;3007;1451;217;1339;1;1
1334;2010;3921;1995;751;1175;1;1
1335;1752;5263;2416;540;2307;1;1
1336;967;2980;2244;283;453;1;1
1337;1389;5860;2274;1422;2164;1;1
1338;2028;5127;974;1163;2990;1;1
1339;687;7158;2812;2756;1590;1;1
1340;127;3773;2653;855;265;1;1
1341;2628;2570;260;578;1732;1;1
1342;1015;658;150;49;459;1;1
1343;907;6781;2807;1519;2455;1;1
1344;1175;4175;1955;299;1921;1;1
1345;83;4074;2124;1646;304;1;1
1346;2589;6456;2401;2182;1873;1;1
1347;1739;6329;1348;2216;2765;1;1
1348;1143;4187;932;812;2443;1;1
1349;2874;2814;1466;802;546;1;1
1350;2805;5616;1298;1977;2341;1;1
1351;2114;4495;1544;217;2734;1;1
1352;2647;4447;882;2009;1556;1;1
1353;2380;2568;214;80;2274;1;1
1354;1393;5781;2470;2702;609;1;1
1355;1665;2496;1384;369;743;1;1
1356;856;4788;499;2509;1780;1;1
1357;2702;4302;556;1556;2190;1;1
1358;1161;3940;336;2030;1574;1;1
1359;2740;3366;1403;1821;142;1;1
1360;973;6242;2934;1228;2080;1;1
1361;2611;5475;2254;1949;1272;1;1
1362;2374;4508;269;2821;1418;1;1
1363;1837;5598;351;2888;2359;1;1
1364;408;3339;2428;268;643;1;1
1365;2422;2585;451;131;2003;1;1
1366;2910;5266;2486;369;2411;1;1
1367;222;5971;2895;2217;859;1;1
1368;2553;4175;656;2092;1427;1;1
1369;2503;1336;1013;38;285;1;1
1370;1314;2988;910;1039;1039;1;1
1371;1612;6438;2545;1564;2329;1;1
1372;457;5477;2932;1124;1421;1;1
1373;2908;7171;2183;2928;2060;1;1
1374;2158;5992;2251;2549;1192;1;1
1375;683;3650;2226;330;1094;1;1
1376;1900;5077;256;2906;1915;1;1
1377;1690;5671;745;2705;2221;1;1
1378;219;2643;1587;373;683;1;1
1379;1086;2937;13;457;2467;1;1
1380;2304;4992;1378;2941;673;1;1
1381;1988;4910;1975;1779;1156;1;1
1382;1392;5411;1821;1958;1632;1;1
1383;2935;3932;1371;2098;463;1;1
1384;2961;3987;578;1317;2092;1;1
1385;613;3547;177;2414;956;1;1
1386;57;5991;1501;2026;2464;1;1
1387;2317;4616;2563;1294;759;1;1
1388;674;2003;82;1721;200;1;1
1389;2776;6475;2108;2222;2145;1;1
1390;132;5275;872;1454;2949;1;1
1391;920;4996;2072;1670;1254;1;1
1392;357;5731;2196;2934;601;1;1
1393;2896;3689;1224;604;1861;1;1
1394;175;5785;2187;2310;1288;1;1
